customerid,recency,frequency,monetary,first_purchase,last_purchase,total_items,r_score,f_score,m_score,rfm_score,customer_segment
12654,11,5,601.98,2011-02-17 13:16:00,2011-11-29 10:10:00,264,5,4,3,12,Loyal Customers
12656,17,5,4051.17,2011-04-20 09:20:00,2011-11-22 13:42:00,1723,4,4,5,13,Champions
12657,11,4,1643.18,2011-09-22 11:40:00,2011-11-28 15:47:00,1044,5,4,4,13,Champions
12658,19,1,686.05,2011-11-21 10:22:00,2011-11-21 10:22:00,320,4,1,3,8,Potential Loyalists
12659,30,1,91.68,2011-11-10 11:53:00,2011-11-10 11:53:00,105,4,1,1,6,Potential Loyalists
12660,11,1,245.1,2011-11-28 13:26:00,2011-11-28 13:26:00,127,5,1,1,7,Potential Loyalists
12662,1,11,3849.78,2010-12-01 13:04:00,2011-12-09 11:59:00,2058,5,5,5,15,Champions
12664,8,9,4881.88,2011-01-21 11:42:00,2011-12-01 17:07:00,1203,5,5,5,15,Champions
12665,325,1,63.0,2011-01-19 08:34:00,2011-01-19 08:34:00,37,1,1,1,3,Lost Customers
12667,58,1,620.13,2011-10-12 17:00:00,2011-10-12 17:00:00,395,3,1,3,7,Needs Attention
12668,12,4,3807.15,2010-12-19 12:46:00,2011-11-28 10:56:00,1634,5,4,5,14,Champions
12669,151,3,2744.0299999999997,2011-03-28 10:15:00,2011-07-12 09:54:00,1115,2,3,5,10,At Risk
12670,10,5,2996.05,2011-04-21 10:16:00,2011-11-29 15:23:00,1397,5,4,5,14,Champions
12672,330,1,225.89999999999998,2011-01-14 09:20:00,2011-01-14 09:20:00,78,1,1,1,3,Lost Customers
12673,5,2,610.52,2011-01-17 11:46:00,2011-12-04 13:55:00,351,5,2,3,10,Potential Loyalists
12674,39,4,1970.6,2011-05-16 09:10:00,2011-11-01 12:12:00,1133,3,4,4,11,Loyal Customers
12676,25,6,1331.39,2011-02-01 15:41:00,2011-11-15 12:25:00,670,4,5,4,13,Champions
12678,42,12,17628.46,2010-12-21 11:00:00,2011-10-28 13:04:00,10923,3,5,5,13,Loyal Customers
12679,59,4,1113.02,2011-03-01 12:26:00,2011-10-12 12:30:00,554,3,4,4,11,Loyal Customers
12680,1,4,862.81,2011-08-18 15:44:00,2011-12-09 12:50:00,443,5,4,3,12,Loyal Customers
12681,15,22,13787.54,2010-12-07 10:08:00,2011-11-25 11:33:00,7536,4,5,5,14,Champions
12682,4,31,12288.22,2010-12-03 13:59:00,2011-12-06 10:00:00,5575,5,5,5,15,Champions
12683,4,15,8476.57,2010-12-09 10:37:00,2011-12-05 16:31:00,4987,5,5,5,15,Champions
12684,8,7,2283.63,2011-05-10 12:55:00,2011-12-02 09:53:00,1985,5,5,5,15,Champions
12685,28,6,2863.08,2011-09-07 10:28:00,2011-11-11 13:46:00,1523,4,5,5,14,Champions
12686,372,1,89.14,2010-12-03 09:51:00,2010-12-03 09:51:00,107,1,1,1,3,Lost Customers
12688,114,1,4873.8099999999995,2011-08-18 08:49:00,2011-08-18 08:49:00,3028,2,1,5,8,Lost Customers
12689,26,2,1247.61,2011-08-04 10:04:00,2011-11-14 08:31:00,628,4,2,4,10,Potential Loyalists
12690,206,1,389.01,2011-05-18 09:09:00,2011-05-18 09:09:00,106,1,1,2,4,Lost Customers
12691,28,6,1035.8,2010-12-17 14:46:00,2011-11-11 16:49:00,394,4,5,4,13,Champions
12693,127,4,855.91,2011-01-24 12:58:00,2011-08-04 17:51:00,255,2,4,3,9,At Risk
12694,70,2,869.67,2011-06-09 17:48:00,2011-09-30 13:06:00,509,3,2,3,8,Needs Attention
12695,7,4,582.1,2011-05-13 13:15:00,2011-12-02 13:22:00,220,5,4,3,12,Loyal Customers
12697,29,3,957.59,2011-06-23 15:44:00,2011-11-11 08:47:00,508,4,3,4,11,Potential Loyalists
12700,8,4,4939.99,2011-05-08 16:10:00,2011-12-02 10:47:00,2967,5,4,5,14,Champions
12701,80,2,797.71,2011-04-11 13:02:00,2011-09-21 10:47:00,678,2,2,3,7,Lost Customers
12702,20,1,219.0,2011-11-20 10:36:00,2011-11-20 10:36:00,53,4,1,1,6,Potential Loyalists
12703,71,1,283.55,2011-09-29 17:52:00,2011-09-29 17:52:00,164,3,1,2,6,Needs Attention
12704,7,8,2340.84,2011-06-23 10:20:00,2011-12-02 13:15:00,1006,5,5,5,15,Champions
12705,15,9,6868.29,2010-12-17 15:58:00,2011-11-24 13:17:00,3997,4,5,5,14,Champions
12707,292,1,603.42,2011-02-21 08:38:00,2011-02-21 08:38:00,256,1,1,3,5,Lost Customers
12708,30,10,2712.91,2010-12-06 10:43:00,2011-11-10 09:52:00,1307,4,5,5,14,Champions
12709,15,15,9736.52,2010-12-08 09:49:00,2011-11-24 15:38:00,3936,4,5,5,14,Champions
12710,97,3,1149.02,2011-05-22 14:05:00,2011-09-04 12:00:00,851,2,3,4,9,At Risk
12712,29,13,4396.13,2010-12-03 14:30:00,2011-11-11 08:19:00,1062,4,5,5,14,Champions
12713,1,1,848.55,2011-12-09 12:16:00,2011-12-09 12:16:00,508,5,1,3,9,Potential Loyalists
12714,9,5,4708.86,2011-02-18 10:53:00,2011-11-30 15:43:00,3069,5,4,5,14,Champions
12715,106,1,353.86,2011-08-25 15:22:00,2011-08-25 15:22:00,197,2,1,2,5,Lost Customers
12716,4,2,1053.49,2011-07-29 13:28:00,2011-12-06 08:55:00,708,5,2,4,11,Potential Loyalists
12717,151,2,1030.98,2011-04-08 10:32:00,2011-07-11 14:47:00,506,2,2,4,8,Lost Customers
12718,71,1,238.25,2011-09-29 16:38:00,2011-09-29 16:38:00,203,3,1,1,5,Needs Attention
12719,5,2,644.95,2011-10-05 14:50:00,2011-12-04 13:45:00,374,5,2,3,10,Potential Loyalists
12720,3,25,5781.73,2010-12-05 15:21:00,2011-12-07 08:03:00,4672,5,5,5,15,Champions
12721,32,6,2656.13,2010-12-20 11:38:00,2011-11-08 12:13:00,1959,4,5,5,14,Champions
12722,85,4,997.63,2011-07-12 11:55:00,2011-09-15 14:50:00,566,2,4,4,10,At Risk
12723,4,5,725.07,2011-10-05 15:52:00,2011-12-06 10:19:00,434,5,4,3,12,Loyal Customers
12724,5,4,1031.41,2011-01-11 15:00:00,2011-12-04 16:02:00,445,5,4,4,13,Champions
12725,371,1,427.8,2010-12-03 15:45:00,2010-12-03 15:45:00,164,1,1,2,4,Lost Customers
12726,28,7,2609.1,2010-12-17 12:56:00,2011-11-11 13:35:00,3143,4,5,5,14,Champions
12727,11,7,3980.7,2011-01-23 15:17:00,2011-11-29 11:46:00,2098,5,5,5,15,Champions
12728,71,4,836.33,2011-01-11 13:31:00,2011-09-29 15:31:00,419,3,4,3,10,Loyal Customers
12729,114,1,453.01,2011-08-18 11:40:00,2011-08-18 11:40:00,233,2,1,2,5,Lost Customers
12731,24,12,18895.91,2010-12-10 10:56:00,2011-11-16 11:59:00,8437,4,5,5,14,Champions
12732,180,1,236.26000000000002,2011-06-13 11:33:00,2011-06-13 11:33:00,111,1,1,1,3,Lost Customers
12733,234,1,383.95,2011-04-19 16:19:00,2011-04-19 16:19:00,137,1,1,2,4,Lost Customers
12734,353,1,110.39999999999999,2010-12-22 12:47:00,2010-12-22 12:47:00,88,1,1,1,3,Lost Customers
12735,315,2,779.5699999999999,2011-01-06 14:26:00,2011-01-28 13:37:00,368,1,2,3,6,Lost Customers
12736,333,1,234.0,2011-01-11 07:57:00,2011-01-11 07:57:00,173,1,1,1,3,Lost Customers
12738,372,1,155.35,2010-12-02 18:27:00,2010-12-02 18:27:00,148,1,1,1,3,Lost Customers
12739,78,2,1013.04,2011-09-01 17:45:00,2011-09-22 13:00:00,486,2,2,4,8,Lost Customers
12740,64,1,427.6,2011-10-07 10:44:00,2011-10-07 10:44:00,342,3,1,2,6,Needs Attention
12743,134,2,546.43,2011-07-28 16:06:00,2011-07-28 16:21:00,319,2,2,3,7,Lost Customers
12744,52,7,21279.29,2011-01-25 13:26:00,2011-10-19 11:18:00,5241,3,5,5,13,Loyal Customers
12747,2,11,4196.01,2010-12-05 15:38:00,2011-12-07 14:34:00,1275,5,5,5,15,Champions
12748,1,209,33719.73,2010-12-01 12:48:00,2011-12-09 12:20:00,25747,5,5,5,15,Champions
12749,4,5,4090.88,2011-05-10 15:25:00,2011-12-06 09:56:00,1471,5,4,5,14,Champions
12750,129,1,275.88,2011-08-03 09:13:00,2011-08-03 09:13:00,137,2,1,2,5,Lost Customers
12752,81,1,4366.78,2011-09-19 13:32:00,2011-09-19 13:32:00,2262,2,1,5,8,Lost Customers
12753,23,6,21429.39,2010-12-12 11:44:00,2011-11-17 10:52:00,11421,4,5,5,14,Champions
12754,236,3,3010.74,2011-02-04 10:31:00,2011-04-18 09:00:00,6481,1,3,5,9,At Risk
12755,281,2,3811.95,2010-12-09 10:44:00,2011-03-04 12:42:00,1491,1,2,5,8,Lost Customers
12756,87,1,112.07999999999998,2011-09-14 09:31:00,2011-09-14 09:31:00,144,2,1,1,4,Lost Customers
12757,16,13,7857.1,2011-05-12 19:01:00,2011-11-24 12:30:00,2402,4,5,5,14,Champions
12758,117,2,2791.59,2011-03-08 12:05:00,2011-08-15 10:22:00,2135,2,2,5,9,Lost Customers
12759,52,3,1531.44,2011-03-09 08:09:00,2011-10-18 14:49:00,902,3,3,4,10,Needs Attention
12762,8,2,1898.52,2011-11-14 14:23:00,2011-12-02 10:23:00,1227,5,2,4,11,Potential Loyalists
12763,138,2,494.08,2010-12-05 15:46:00,2011-07-24 14:12:00,316,2,2,3,7,Lost Customers
12764,317,1,1693.88,2011-01-27 10:19:00,2011-01-27 10:19:00,386,1,1,4,6,Lost Customers
12766,4,7,6989.63,2010-12-08 13:53:00,2011-12-06 08:46:00,3646,5,5,5,15,Champions
12769,239,1,1143.6,2011-04-15 10:25:00,2011-04-15 10:25:00,356,1,1,4,6,Lost Customers
12770,211,1,1351.45,2011-05-13 09:33:00,2011-05-13 09:33:00,743,1,1,4,6,Lost Customers
12772,60,1,892.47,2011-10-11 09:19:00,2011-10-11 09:19:00,556,3,1,3,7,Needs Attention
12775,17,5,1386.04,2011-02-01 13:45:00,2011-11-22 16:33:00,877,4,4,4,12,Champions
12778,20,6,822.23,2011-01-31 14:35:00,2011-11-20 11:30:00,825,4,5,3,12,Loyal Customers
12779,38,8,3981.36,2010-12-03 13:40:00,2011-11-02 11:43:00,2024,3,5,5,13,Loyal Customers
12781,64,2,826.74,2011-02-28 08:43:00,2011-10-07 10:37:00,671,3,2,3,8,Needs Attention
12782,5,5,2330.92,2010-12-17 11:30:00,2011-12-05 09:16:00,1086,5,4,5,14,Champions
12783,2,6,2225.91,2011-09-25 15:35:00,2011-12-07 15:56:00,624,5,5,5,15,Champions
12784,9,2,574.42,2011-11-24 12:53:00,2011-11-30 15:38:00,300,5,2,3,10,Potential Loyalists
12785,364,1,311.95,2010-12-10 13:48:00,2010-12-10 13:48:00,131,1,1,2,4,Lost Customers
12787,10,3,463.66,2011-05-31 09:36:00,2011-11-30 08:44:00,261,5,3,2,10,Potential Loyalists
12789,65,1,91.85,2011-10-05 13:34:00,2011-10-05 13:34:00,4,3,1,1,5,Needs Attention
12790,192,1,324.92,2011-05-31 14:14:00,2011-05-31 14:14:00,166,1,1,2,4,Lost Customers
12791,374,1,192.60000000000002,2010-12-01 11:27:00,2010-12-01 11:27:00,97,1,1,1,3,Lost Customers
12792,257,1,400.53999999999996,2011-03-28 11:36:00,2011-03-28 11:36:00,217,1,1,2,4,Lost Customers
12793,335,2,545.48,2010-12-03 15:14:00,2011-01-09 12:12:00,295,1,2,3,6,Lost Customers
12794,53,2,860.41,2011-09-02 12:01:00,2011-10-17 14:54:00,592,3,2,3,8,Needs Attention
12795,19,1,430.48,2011-11-21 10:27:00,2011-11-21 10:27:00,68,4,1,2,7,Potential Loyalists
12797,366,1,254.03,2010-12-09 10:55:00,2010-12-09 10:55:00,118,1,1,2,4,Lost Customers
12798,10,3,6977.04,2011-06-22 10:11:00,2011-11-29 15:52:00,5256,5,3,5,13,Potential Loyalists
12802,187,1,427.58,2011-06-06 09:36:00,2011-06-06 09:36:00,314,1,1,2,4,Lost Customers
12808,37,3,483.65000000000003,2010-12-06 10:27:00,2011-11-03 10:05:00,188,3,3,2,8,Needs Attention
12809,178,1,489.31,2011-06-15 10:51:00,2011-06-15 10:51:00,220,2,1,2,5,Lost Customers
12811,261,3,514.85,2011-02-28 15:39:00,2011-03-24 09:42:00,230,1,3,3,7,At Risk
12812,45,1,229.64000000000001,2011-10-26 09:54:00,2011-10-26 09:54:00,164,3,1,1,5,Needs Attention
12814,102,1,125.92,2011-08-30 12:11:00,2011-08-30 12:11:00,49,2,1,1,4,Lost Customers
12815,148,2,1063.46,2011-05-25 13:34:00,2011-07-15 10:21:00,379,2,2,4,8,Lost Customers
12816,96,2,572.2,2011-06-16 13:24:00,2011-09-05 12:41:00,128,2,2,3,7,Lost Customers
12817,281,1,166.04,2011-03-03 16:28:00,2011-03-03 16:28:00,53,1,1,1,3,Lost Customers
12818,262,1,1542.08,2011-03-23 12:06:00,2011-03-23 12:06:00,929,1,1,4,6,Lost Customers
12820,3,4,942.34,2011-01-17 12:34:00,2011-12-06 15:12:00,722,5,4,4,13,Champions
12821,214,1,92.72,2011-05-09 15:51:00,2011-05-09 15:51:00,70,1,1,1,3,Lost Customers
12822,71,2,948.88,2011-09-13 13:46:00,2011-09-30 10:04:00,550,3,2,4,9,Needs Attention
12823,75,5,1759.5,2011-02-16 12:15:00,2011-09-26 07:35:00,230,2,4,4,10,At Risk
12824,60,1,397.12,2011-10-11 12:49:00,2011-10-11 12:49:00,232,3,1,2,6,Needs Attention
12826,3,7,1474.72,2010-12-09 15:21:00,2011-12-07 10:25:00,1058,5,5,4,14,Champions
12827,6,3,430.15000000000003,2011-10-26 15:44:00,2011-12-04 12:17:00,197,5,3,2,10,Potential Loyalists
12828,3,6,1018.71,2011-08-01 16:16:00,2011-12-07 08:45:00,494,5,5,4,14,Champions
12829,337,2,293.0,2010-12-14 14:54:00,2011-01-07 11:13:00,376,1,2,2,5,Lost Customers
12830,38,6,6814.64,2011-06-21 10:53:00,2011-11-02 11:54:00,9848,3,5,5,13,Loyal Customers
12831,262,1,215.05,2011-03-22 13:02:00,2011-03-22 13:02:00,135,1,1,1,3,Lost Customers
12832,32,2,383.03,2011-09-02 13:48:00,2011-11-07 13:30:00,195,4,2,2,8,Potential Loyalists
12833,145,1,417.38,2011-07-17 13:46:00,2011-07-17 13:46:00,156,2,1,2,5,Lost Customers
12834,283,1,312.38,2011-03-02 09:49:00,2011-03-02 09:49:00,110,1,1,2,4,Lost Customers
12836,59,4,2612.86,2011-02-01 11:19:00,2011-10-11 15:10:00,1064,3,4,5,12,Loyal Customers
12837,173,1,134.1,2011-06-19 16:07:00,2011-06-19 16:07:00,24,2,1,1,4,Lost Customers
12838,34,2,683.13,2010-12-01 11:57:00,2011-11-06 12:20:00,359,3,2,3,8,Needs Attention
12839,3,14,5591.42,2010-12-07 15:48:00,2011-12-07 12:33:00,3807,5,5,5,15,Champions
12840,144,4,2726.77,2011-04-27 12:21:00,2011-07-19 09:29:00,1511,2,4,5,11,At Risk
12841,5,25,4022.35,2010-12-03 10:43:00,2011-12-05 11:13:00,2757,5,5,5,15,Champions
12842,70,2,1118.99,2011-02-04 12:36:00,2011-09-30 15:33:00,547,3,2,4,9,Needs Attention
12843,66,8,1702.26,2011-03-20 14:38:00,2011-10-05 12:09:00,781,3,5,4,12,Loyal Customers
12844,29,2,325.96000000000004,2011-08-01 13:11:00,2011-11-10 13:31:00,125,4,2,2,8,Potential Loyalists
12845,267,4,354.09,2011-02-22 14:10:00,2011-03-17 13:34:00,204,1,4,2,7,At Risk
12847,22,1,871.54,2011-11-17 13:16:00,2011-11-17 13:16:00,909,4,1,3,8,Potential Loyalists
12849,31,2,1050.8899999999999,2011-03-16 12:26:00,2011-11-08 13:41:00,623,4,2,4,10,Potential Loyalists
12851,97,1,135.18,2011-09-04 12:41:00,2011-09-04 12:41:00,109,2,1,1,4,Lost Customers
12852,295,1,311.55,2011-02-18 08:47:00,2011-02-18 08:47:00,149,1,1,2,4,Lost Customers
12853,135,6,1957.1000000000001,2011-01-28 10:28:00,2011-07-28 11:29:00,800,2,5,4,11,At Risk
12854,79,3,1324.5,2011-01-25 13:35:00,2011-09-22 12:15:00,627,2,3,4,9,At Risk
12855,373,1,38.1,2010-12-02 09:37:00,2010-12-02 09:37:00,30,1,1,1,3,Lost Customers
12856,8,6,2179.93,2011-10-07 12:38:00,2011-12-02 10:52:00,1079,5,5,5,15,Champions
12857,211,2,1106.4,2011-02-10 12:32:00,2011-05-13 10:20:00,343,1,2,4,7,Lost Customers
12863,52,1,521.2,2011-10-18 14:15:00,2011-10-18 14:15:00,188,3,1,3,7,Needs Attention
12864,138,1,147.12,2011-07-24 13:03:00,2011-07-24 13:03:00,216,2,1,1,4,Lost Customers
12865,26,2,1568.23,2011-08-08 10:11:00,2011-11-13 14:31:00,925,4,2,4,10,Potential Loyalists
12866,283,1,559.12,2011-03-01 14:11:00,2011-03-01 14:11:00,171,1,1,3,5,Lost Customers
12867,26,7,4036.82,2010-12-14 16:39:00,2011-11-13 15:30:00,4298,4,5,5,14,Champions
12868,186,6,1607.0600000000002,2010-12-01 12:50:00,2011-06-07 10:42:00,928,1,5,4,10,At Risk
12871,84,2,380.64,2011-05-16 13:32:00,2011-09-16 15:07:00,200,2,2,2,6,Lost Customers
12872,327,2,599.97,2010-12-09 14:44:00,2011-01-17 10:52:00,319,1,2,3,6,Lost Customers
12873,282,1,374.0,2011-03-02 14:58:00,2011-03-02 14:58:00,128,1,1,2,4,Lost Customers
12875,143,2,343.2300000000001,2010-12-12 12:03:00,2011-07-19 15:30:00,2019,2,2,2,6,Lost Customers
12876,58,2,2218.02,2011-05-27 13:34:00,2011-10-13 12:26:00,1941,3,2,5,10,Needs Attention
12877,4,12,1535.77,2010-12-16 12:23:00,2011-12-06 10:30:00,1178,5,5,4,14,Champions
12878,236,2,854.99,2011-03-18 14:02:00,2011-04-17 13:07:00,547,1,2,3,6,Lost Customers
12879,45,3,573.22,2011-09-09 12:11:00,2011-10-26 12:24:00,370,3,3,3,9,Needs Attention
12881,276,1,298.0,2011-03-09 11:44:00,2011-03-09 11:44:00,21,1,1,2,4,Lost Customers
12882,9,2,1463.04,2011-11-06 11:22:00,2011-11-30 16:18:00,246,5,2,4,11,Potential Loyalists
12883,25,4,703.47,2011-09-11 15:18:00,2011-11-15 09:32:00,196,4,4,3,11,Loyal Customers
12884,88,1,309.05,2011-09-12 13:10:00,2011-09-12 13:10:00,43,2,1,2,5,Lost Customers
12885,63,3,1175.22,2011-08-08 11:45:00,2011-10-07 13:40:00,655,3,3,4,10,Needs Attention
12886,68,2,1378.4,2011-05-04 11:21:00,2011-10-03 10:09:00,770,3,2,4,9,Needs Attention
12888,214,2,354.12,2011-03-29 14:31:00,2011-05-09 16:02:00,76,1,2,2,5,Lost Customers
12890,24,1,380.46999999999997,2011-11-15 17:26:00,2011-11-15 17:26:00,259,4,1,2,7,Potential Loyalists
12891,186,3,331.0,2011-02-20 11:28:00,2011-06-07 12:31:00,950,1,3,2,6,At Risk
12893,31,1,188.14,2011-11-09 12:34:00,2011-11-09 12:34:00,96,4,1,1,6,Potential Loyalists
12895,42,2,372.8,2011-09-14 08:35:00,2011-10-28 13:51:00,210,3,2,2,7,Needs Attention
12897,205,2,216.5,2011-02-11 11:40:00,2011-05-19 12:13:00,110,1,2,1,4,Lost Customers
12901,9,28,17654.54,2011-03-14 10:41:00,2011-12-01 10:07:00,23075,5,5,5,15,Champions
12902,265,1,138.68,2011-03-20 12:06:00,2011-03-20 12:06:00,66,1,1,1,3,Lost Customers
12904,18,2,509.58,2011-06-20 13:18:00,2011-11-21 14:34:00,302,4,2,3,9,Potential Loyalists
12906,12,5,2919.81,2011-09-22 15:03:00,2011-11-28 09:55:00,1749,5,4,5,14,Champions
12908,176,2,750.0,2011-01-31 12:37:00,2011-06-16 15:39:00,1200,2,2,3,7,Lost Customers
12909,40,5,2178.67,2011-03-31 12:51:00,2011-10-31 12:43:00,1280,3,4,5,12,Loyal Customers
12910,23,8,3075.04,2011-04-12 10:01:00,2011-11-16 14:28:00,1692,4,5,5,14,Champions
12912,3,5,1662.3,2011-10-30 11:35:00,2011-12-07 08:55:00,670,5,4,4,13,Champions
12913,5,5,2483.63,2010-12-06 16:36:00,2011-12-05 12:11:00,1419,5,4,5,14,Champions
12915,149,2,363.65,2010-12-02 12:33:00,2011-07-14 11:34:00,93,2,2,2,6,Lost Customers
12916,139,4,3006.15,2011-01-23 10:43:00,2011-07-24 10:35:00,1119,2,4,5,11,At Risk
12917,128,1,594.0,2011-08-03 16:42:00,2011-08-03 16:42:00,120,2,1,3,6,Lost Customers
12919,8,6,1335.19,2011-06-23 09:22:00,2011-12-01 13:47:00,673,5,5,4,14,Champions
12920,17,1,164.23,2011-11-22 15:05:00,2011-11-22 15:05:00,129,4,1,1,6,Potential Loyalists
12921,9,37,16587.09,2010-12-01 15:06:00,2011-11-30 16:22:00,9526,5,5,5,15,Champions
12922,161,1,405.38,2011-07-01 15:35:00,2011-07-01 15:35:00,370,2,1,2,5,Lost Customers
12923,64,1,176.97,2011-10-06 16:20:00,2011-10-06 16:20:00,69,3,1,1,5,Needs Attention
12924,88,4,933.7,2011-01-16 11:49:00,2011-09-12 13:55:00,481,2,4,3,9,At Risk
12925,5,2,694.05,2011-09-26 11:05:00,2011-12-05 11:11:00,541,5,2,3,10,Potential Loyalists
12928,35,5,2062.7000000000003,2010-12-15 15:45:00,2011-11-04 14:24:00,1472,3,4,5,12,Loyal Customers
12929,312,1,117.85,2011-02-01 12:08:00,2011-02-01 12:08:00,37,1,1,1,3,Lost Customers
12930,78,2,415.8,2011-06-21 13:25:00,2011-09-22 15:18:00,252,2,2,2,6,Lost Customers
12931,22,15,42055.96,2010-12-17 09:45:00,2011-11-18 12:39:00,28004,4,5,5,14,Champions
12933,24,3,607.53,2011-03-01 11:30:00,2011-11-15 16:38:00,499,4,3,3,10,Potential Loyalists
12935,2,7,2160.7,2011-01-24 13:58:00,2011-12-07 17:25:00,1853,5,5,5,15,Champions
12936,17,4,1063.9,2011-09-22 13:51:00,2011-11-22 17:32:00,559,4,4,4,12,Champions
12937,15,4,1504.27,2011-03-17 14:19:00,2011-11-24 15:05:00,1007,4,4,4,12,Champions
12938,26,1,114.14,2011-11-14 11:21:00,2011-11-14 11:21:00,140,4,1,1,6,Potential Loyalists
12939,64,8,11581.8,2011-01-09 11:20:00,2011-10-06 14:33:00,4876,3,5,5,13,Loyal Customers
12940,55,2,913.54,2011-09-13 10:16:00,2011-10-16 12:09:00,411,3,2,3,8,Needs Attention
12942,131,3,683.9,2010-12-09 09:34:00,2011-07-31 14:39:00,203,2,3,3,8,At Risk
12944,36,2,604.51,2010-12-20 10:41:00,2011-11-04 11:04:00,289,3,2,3,8,Needs Attention
12945,288,1,462.95,2011-02-24 14:15:00,2011-02-24 14:15:00,165,1,1,2,4,Lost Customers
12947,144,6,1603.99,2010-12-01 16:21:00,2011-07-19 10:06:00,1165,2,5,4,11,At Risk
12948,16,7,2064.95,2011-03-20 10:17:00,2011-11-23 17:10:00,1080,4,5,5,14,Champions
12949,31,8,4167.22,2011-04-01 13:20:00,2011-11-09 11:25:00,2381,4,5,5,14,Champions
12950,2,3,1843.0,2011-11-15 13:48:00,2011-12-07 13:17:00,1380,5,3,4,12,Potential Loyalists
12951,9,6,1064.07,2011-01-13 10:33:00,2011-12-01 12:14:00,503,5,5,4,14,Champions
12952,6,4,1387.79,2011-09-22 16:37:00,2011-12-04 10:35:00,653,5,4,4,13,Champions
12953,10,1,329.85,2011-11-30 09:24:00,2011-11-30 09:24:00,84,5,1,2,8,Potential Loyalists
12955,1,11,4757.16,2011-03-17 09:03:00,2011-12-08 16:29:00,3664,5,5,5,15,Champions
12956,306,1,108.07,2011-02-06 16:08:00,2011-02-06 16:08:00,34,1,1,1,3,Lost Customers
12957,10,8,4017.54,2011-01-04 12:18:00,2011-11-30 09:53:00,2549,5,5,5,15,Champions
12962,7,2,266.39,2011-08-18 13:38:00,2011-12-02 15:55:00,129,5,2,2,9,Potential Loyalists
12963,8,8,1856.63,2010-12-09 09:14:00,2011-12-01 12:55:00,881,5,5,4,14,Champions
12965,89,1,771.91,2011-09-11 15:31:00,2011-09-11 15:31:00,283,2,1,3,6,Lost Customers
12966,10,1,160.18,2011-11-30 12:38:00,2011-11-30 12:38:00,75,5,1,1,7,Potential Loyalists
12967,358,2,1660.9,2010-12-03 09:49:00,2010-12-16 19:10:00,438,1,2,4,7,Lost Customers
12968,112,1,135.95,2011-08-19 15:44:00,2011-08-19 15:44:00,73,2,1,1,4,Lost Customers
12970,7,4,452.24,2011-01-21 14:04:00,2011-12-02 14:30:00,310,5,4,2,11,Loyal Customers
12971,4,86,11189.91,2010-12-02 16:42:00,2011-12-06 12:20:00,9289,5,5,5,15,Champions
12974,198,1,144.8,2011-05-26 09:33:00,2011-05-26 09:33:00,24,1,1,1,3,Lost Customers
12976,212,1,738.6,2011-05-12 09:55:00,2011-05-12 09:55:00,561,1,1,3,5,Lost Customers
12977,156,1,39.239999999999995,2011-07-06 16:40:00,2011-07-06 16:40:00,12,2,1,1,4,Lost Customers
12980,158,9,7374.900000000001,2010-12-16 11:36:00,2011-07-05 09:34:00,886,2,5,5,12,At Risk
12981,30,2,372.21999999999997,2011-07-29 14:14:00,2011-11-10 12:00:00,242,4,2,2,8,Potential Loyalists
12982,243,1,390.54,2011-04-11 11:51:00,2011-04-11 11:51:00,288,1,1,2,4,Lost Customers
12984,19,1,97.5,2011-11-21 12:37:00,2011-11-21 12:37:00,26,4,1,1,6,Potential Loyalists
12985,1,2,1239.38,2011-11-11 12:44:00,2011-12-09 10:46:00,1533,5,2,4,11,Potential Loyalists
12987,74,2,558.7,2011-05-26 12:00:00,2011-09-27 12:03:00,219,2,2,3,7,Lost Customers
12988,292,1,535.32,2011-02-20 14:31:00,2011-02-20 14:31:00,136,1,1,3,5,Lost Customers
12989,3,15,6924.110000000001,2010-12-10 13:24:00,2011-12-06 15:28:00,2943,5,5,5,15,Champions
12990,31,3,409.5,2011-02-02 15:39:00,2011-11-08 13:01:00,200,4,3,2,9,Potential Loyalists
12991,23,2,503.76,2011-08-19 14:39:00,2011-11-16 15:34:00,405,4,2,3,9,Potential Loyalists
12993,23,4,414.76,2011-02-14 14:29:00,2011-11-16 15:49:00,240,4,4,2,10,Loyal Customers
12994,4,3,974.4200000000001,2011-03-16 08:31:00,2011-12-05 15:43:00,459,5,3,4,12,Potential Loyalists
12995,85,1,211.32,2011-09-15 15:44:00,2011-09-15 15:44:00,108,2,1,1,4,Lost Customers
12997,22,4,1226.89,2011-01-26 15:49:00,2011-11-17 15:47:00,664,4,4,4,12,Champions
12999,196,3,455.88,2011-04-08 10:26:00,2011-05-27 13:24:00,342,1,3,2,6,At Risk
13000,107,3,534.85,2010-12-10 10:26:00,2011-08-25 10:43:00,379,2,3,3,8,At Risk
13001,4,13,9818.82,2011-01-17 12:45:00,2011-12-05 14:51:00,5505,5,5,5,15,Champions
13002,318,1,120.94999999999999,2011-01-25 15:18:00,2011-01-25 15:18:00,73,1,1,1,3,Lost Customers
13003,106,3,149.05,2011-05-09 08:23:00,2011-08-26 10:50:00,103,2,3,1,6,At Risk
13004,12,18,5655.91,2010-12-17 08:20:00,2011-11-28 11:27:00,4822,5,5,5,15,Champions
13005,174,2,513.7,2011-04-07 13:32:00,2011-06-19 10:53:00,172,2,2,3,7,Lost Customers
13006,56,1,81.57,2011-10-14 13:49:00,2011-10-14 13:49:00,55,3,1,1,5,Needs Attention
